chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
0egdxqun1m2n9k4z,simpleBar,pending,What is the average of Revenue multiple from 2006 to 2011?,"1. Take the Revenue multiple values for the years 20062011 (4.66, 4.69, 4.68, 4.41, 4.08, 3.97). 
2. Add these six numbers together and divide by 6 to get the average.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2006"",""2007"",""2008"",""2009"",""2010"",""2011""]}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Revenue multiple""}]}",,2026-05-22T14:50:32Z
0aj7na7tkqb7iomu,stackedBar,pending,What is the difference between the installed base million value of Tablets in 2017 and the installed base million value of Mobile PCs in 2022?,"1. Read the Tablets value for 2017 (173.56 million) and the Mobile PCs value for 2022 (244.43 million) from the data table. 
2. Subtract the 2017 Tablets value from the 2022 Mobile PCs value to get the difference: 244.43  173.56 = 70.87 million.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Device"",""operator"":""=="",""value"":""Tablets""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""2017"",""field"":""Year""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Device"",""operator"":""=="",""value"":""Mobile PCs""},{""op"":""retrieveValue"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""target"":""2022"",""field"":""Year""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n4"",""targetB"":""ref:n2"",""signed"":true}]}",,2026-05-22T14:50:37Z
0gvrmm8qbn6o1vya,simpleBar,pending,"What is the average of Season's ticket prices with a ticket price of $60 or less?
","1. Identify the seasons with ticket prices at or below $60: 2006/07 (52.49), 2007/08 (57), 2008/09 (54.5), 2009/10 (53.5), 2010/11 (51.47), and 2011/12 (51.47). 
2. Add these six values and divide by 6 to get the average, which is about $53.49.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Average ticket price"",""operator"":""<="",""value"":60}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Average ticket price""}]}",,2026-05-22T16:01:34Z
0egzejn5mejtnfdm,groupedBar,pending,"What is the difference between Scotland's largest value and England & Wales' smallest value?
","1. Identify Scotland_ largest SharePercentage across all response categories (28, in _trongly against). 
2. Then identify England & Wales smallest SharePercentage across all response categories (2, in _trongly against). 
3. Subtract the smallest from the largest to get the difference: 28  2 = 26.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Region"",""operator"":""=="",""value"":""Scotland""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""SharePercentage"",""which"":""max""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Region"",""operator"":""=="",""value"":""England & Wales""},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""SharePercentage"",""which"":""min""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:50:45Z
0roec4s0drcyiuz4,simpleLine,pending,"What is the average of the values in the period in which the Unemployment rate value falls for more than two years?
","1. Identify the stretch where the unemployment rate keeps falling across consecutive quarters for more than two years. 
2. In the data, the only continuous falling period is from Q1 2019 (10.4) down to Q2 2020 (8.4), after which it rises in Q3 2020. 
3. Take the values in that falling period (10.4, 10.0, 9.6, 9.5, 9.2, 8.4) and compute their average, which is 9.25%.","{""ops"":[{""op"":""monotonicRun"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""direction"":""decreasing"",""mode"":""longest"",""minLength"":3,""field"":""Unemployment rate"",""orderField"":""Quarter""}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Unemployment rate""}]}",,2026-05-22T14:51:12Z
0eq4w2wsl864mhcj,simpleBar,pending,"What is the average of the sales values of a company with a sales volume in million units of 60 or more?
","1. Identify the companies with sales volumes of 60 or more: Huawei & Honor (102.55), Oppo (77.56), and Vivo (72.23). 
2. Add these three values and divide by 3 to get their average, which is about 84.11 million units.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Sales volume in million units"",""operator"":"">="",""value"":60}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Sales volume in million units""}]}",,2026-05-22T14:50:48Z
0g0xma0b0k29lk5j,stackedBar,pending,"Which year has the second largest difference between 65 years and older and 1564 years?

","1. For each year, compare the values for the two age groups by subtracting the 65 years and older share from the 1564 years share to get the gap. 
2. Then rank these gaps from largest to smaller. 
3. The largest gap occurs in 2009, and the next (second largest) gap occurs in 2010.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""15–64 years"",""groupB"":""65 years and older"",""field"":""Share"",""absolute"":true}],""ops2"":[{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""order"":""desc""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""n"":2,""from"":""left""}]}",,2026-05-22T14:51:20Z
0fhm43s0j7glca29,groupedBar,pending,Which year has the average of the values corresponding to 2018 or the larger value corresponding to 2020?,"1. First, take all the revenue values for 2018 across the four product categories and compute their average. 
2. Then, look at all the 2020 values and identify the single largest 2020 revenue among the categories. 
3. Compare the 2018 average (about 2.16) to the largest 2020 value (3.56). 
4. Since 3.56 is larger than 2.16, the year associated with the 2018 average is 2018.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""=="",""value"":""2018""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Revenue""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":""=="",""value"":""2020""},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Revenue"",""which"":""max""}],""ops3"":[{""op"":""compareBool"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n2"",""targetB"":""ref:n4""}]}",,2026-05-22T14:51:20Z
0gacqohbzj07n25s,groupedBar,pending,What is the difference between the average of surgical values in European countries and the average of surgical values in Asian countries?,"1. Identify the European countries in the data (Germany, France, Italy, Russia) and take their surgical counts, then compute their average. 
2. Identify the Asian countries (India, Turkey, Japan) and compute the average of their surgical counts. 
3. Subtract the Asian average from the European average to get the difference.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Country"",""include"":[""Germany"",""France"",""Italy"",""Russia""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Number of surgical procedures""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Country"",""include"":[""India"",""Turkey"",""Japan""]},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Number of surgical procedures""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:51:00Z
1c80b6i7wdu3m1ir,simpleLine,pending,What is the sum of the y-values __or the period in which the y-axis value increased most sharply for two or more consecutive years?,"1. Compare year-to-year changes in the y-values to find where the value rises the most over a run of at least two consecutive yearly increases. 
2. The sharpest such run is from 1999 to 2001: 19992000 increases by 1.9 (1.7 to 3.6) and 20002001 increases by 1.6 (3.6 to 5.2), for a total rise of 3.5, which is larger than any other multi-year increasing run. 
3. Sum the y-values in that period (1999, 2000, 2001): 1.7 + 3.6 + 5.2 = 12.7.","{""ops"":[{""op"":""monotonicRun"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""direction"":""increasing"",""mode"":""longest"",""minLength"":2,""orderField"":""Year""}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2}}]}",,2026-05-22T15:47:59Z
1k8qhmg9rui7gtzh,multipleLine,pending,What is the difference between the largest value in Germany and the smallest value in the U.S. between 2010 and 2015?,"1. Look at the years 20102015 only. 
2. For Germany in those years, the favorable view percentages are 50 (2010), 47 (2011), 33 (2012), 32 (2013), 19 (2014), and 27 (2015), so the largest is 50. 
3. For the U.S. in those years, the values are 49 (2010), 49 (2011), 37 (2012), 37 (2013), 19 (2014), and 22 (2015), so the smallest is 19. 
4. The difference is 50  19 = 31.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2010"",""2011"",""2012"",""2013"",""2014"",""2015""]}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Country"",""operator"":""=="",""value"":""Germany""},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Percentage"",""which"":""max""}],""ops3"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":3},""field"":""Country"",""operator"":""=="",""value"":""US""},{""op"":""findExtremum"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3},""field"":""Percentage"",""which"":""min""}],""ops4"":[{""op"":""diff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n3"",""n5""],""sentenceIndex"":4},""targetA"":""ref:n3"",""targetB"":""ref:n5"",""signed"":true}]}",,2026-05-22T14:51:16Z
0ihx2vzdsej883sq,groupedBar,pending,What is the Male value in the Category with the second-lowest Female share of employees?,"1. List the Female shares by category: Tech (0.236), Leadership (0.267), Overall (0.32), and Non-tech (0.474). 
2. The second-lowest Female share is in Leadership (0.267). 
3. The Male value for Leadership is 0.733.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""operator"":""=="",""value"":""Female""},{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Share of employees"",""order"":""asc""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":1},""n"":2,""from"":""left""}],""ops2"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[],""sentenceIndex"":2},""field"":""Gender"",""operator"":""=="",""value"":""Male""},{""op"":""retrieveValue"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n3""],""sentenceIndex"":2},""target"":""Leadership"",""field"":""Category""}]}",,2026-05-22T14:51:26Z
0fh0emp095qhq3ag,simpleBar,pending,What is the difference between the largest and smallest values between 2010 and 2019?,"1. Look at the values from 2010 through 2019. 
2. The largest number of victims in that range is 491 (in 2010) and the smallest is 264 (in 2016). 
3. Subtract the smallest from the largest to get the difference, which is 228.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019""]}],""ops2"":[{""op"":""range"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number of victims""}]}",,2026-05-22T14:51:25Z
54gh54f24irr63pb,stackedBar,pending,Which of the most recent year's Party_advantage values has the largest Party_Advantage value of all years?,"Compare the 2018 Party_Advantage categories against the maximum value that same category reaches in any year. 
Check each 2018 category_ all-years peak: Solid Democrat peaks at 29 (higher than its 2018 value of 14), Lean Democrat peaks at 10 (higher than its 2018 value of 8), Competitive peaks at 19 (higher than its 2018 value of 10), Lean Republican peaks at 8 (higher than its 2018 value of 5), and Solid Republican peaks at 14 (higher than its 2018 value of 13). 
Select the category whose all-years peak is largest among these, where 29 for Solid Democrat exceeds 19, 14, 10, and 8. 
Solid Democrat is therefore the 2018 Party_Advantage whose value is largest when considering that category_ maximum across all years.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""=="",""value"":""2018""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Party_Advantage"",""which"":""max""}],""ops2"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Party_Advantage"",""which"":""max"",""group"":""Party_Category""}],""ops3"":[{""op"":""compareBool"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""operator"":""="",""targetA"":""ref:n2"",""targetB"":""ref:n3""}]}",,2026-05-22T14:52:04Z
1p6uue3hxdxit3ey,groupedBar,pending,Which of the responses of people who are 30 to 44 years old have a higher value compared to those who are yes and no?,"Compare the 30 to 44 years old values across the three responses by checking whether each response exceeds both _es at 0.21 and _o at 0.51. 
Evaluate _ have never (knowingly) taken opioids at 0.29 and note that it is higher than _es at 0.21 but lower than _o at 0.51. 
Conclude that no response is higher than both _es and _o for ages 30 to 44, so there is no response that meets the condition.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Age"",""operator"":""=="",""value"":""30 to 44""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""Yes"",""field"":""Response""},{""op"":""retrieveValue"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""No"",""field"":""Response""}],""ops2"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""operator"":"">"",""value"":""ref:n2""},{""op"":""filter"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n3""],""sentenceIndex"":2},""operator"":"">"",""value"":""ref:n3""}]}",,2026-05-22T15:47:59Z
1fngt6cb1d60a2ow,simpleBar,pending,"Does the value of all regions except Metro Total exceed 50,000?","Sum the employee counts for all regions except Metro Total by adding 27,681, 23,483, 11,583, 11,580, 7,182, 7,054, and 796 to get a total of 89,359. 
Compare 89,359 to the threshold of 50,000 and note that 89,359 is greater. 
Conclude that the combined value of all regions except Metro Total does exceed 50,000, so the correct response to the question is no.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Region"",""operator"":""!="",""value"":""Metro Total""},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Number of employees""}],""ops2"":[{""op"":""compareBool"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""operator"":"">"",""targetA"":""ref:n2"",""targetB"":50000}]}",,2026-05-22T15:50:17Z
6rvtt4egfl5nmyue,multipleLine,pending,If you find the second largest year in value when you sort the values from 2012 to 2017 in descending order when the gender is female?,"Sort the female life expectancy values from 2012 to 2017 in descending order, where 81.3 in 2016 is second only to 80.9 in 2017 being lower than 81.3 but higher than the remaining values. 
Compare the remaining years values  80.5 in 2014, 80.4 in 2015, 80.2 in 2013, 80.1 in 2012  and note they all fall below 81.3. 
Select the year attached to the second-largest value, which is 2016.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""operator"":""=="",""value"":""Female""},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Year"",""include"":[""2012"",""2013"",""2014"",""2015"",""2016"",""2017""]}],""ops2"":[{""op"":""sort"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Life expectancy"",""order"":""desc""},{""op"":""nth"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""n"":2,""from"":""left""}]}",,2026-05-22T14:52:00Z
