"#","chart_type","chart_id","all_id","question","explanation","operation_spec","status","author_note","updated_at"
"1","line_simple","2jromeq5u9lloh1s","line_simple_2jromeq5u9lloh1s","Which years has the biggest jump?","1. Get the difference between every year
2. Get the extremum ","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Audience_Millions""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"157","line_multiple","64ue1v00wj8vg48e","line_multiple_64ue1v00wj8vg48e","What is the difference between the average of the values before 2010 and the average of the values after 2010 in should be valid?","Find the average value of the values before 2010 of should be value.
Find the average value of the should be value since 2010.
Find the difference between the two values.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""Should be valid""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Year"",""operator"":""<"",""value"":""2010""},{""op"":""average"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Share of respondent""}],""ops3"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":3},""field"":""Year"",""operator"":"">"",""value"":""2010""},{""op"":""average"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3},""field"":""Share of respondent""}],""ops4"":[{""op"":""diff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n3"",""n5""],""sentenceIndex"":4},""targetA"":""ref:n3"",""targetB"":""ref:n5"",""signed"":false}]}","pending","",""
"158","bar_simple","1dm30xw1gpjo8ke5","bar_simple_1dm30xw1gpjo8ke5","What is the average of the maximum and minimum values of share of GDP?","Find the maximum value of shared of GDP.
Find the minimum value of shared of GDP.
Find the average of the two values.","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""field"":""Share of GDP""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""which"":""min"",""field"":""Share of GDP""}],""ops2"":[{""op"":""add"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2""},{""op"":""scale"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""target"":""ref:n3"",""factor"":0.5}]}","pending","average of (max,min): max+min -> add -> scale(0.5).",""
"159","line_simple","8hiwwys6qkrbtapb","line_simple_8hiwwys6qkrbtapb","What is the difference between the average crime rate in the years before 2010 and the average crime rate in the years since 2010?","Find the crime rates for the years before 2010.
Average the values.
Find the crime rates for the years since 2010.
Average the values.
Find the difference between the two values.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2002/03"",""2009/10""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Crime rate""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":""between"",""value"":[""2010/11"",""2019/20""]},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Crime rate""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","",""
"160","bar_grouped","1mzcynif2s4mm6ps","bar_grouped_1mzcynif2s4mm6ps","What is the difference between the Enterprises sum and the Providers sum?","Find the sum of Enterprises values.
Find the sum of Provider values.
Find the difference between the two values.","{""ops"":[{""op"":""sum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Share of respondents"",""group"":""Enterprises""}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Share of respondents"",""group"":""Provider""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":true}]}","pending","sum(Enterprises) minus sum(Provider). (series value is 'Provider'.)",""
"161","bar_stacked","54gh54f24irr63pb","bar_stacked_54gh54f24irr63pb","Which of the most recent year's Party_advantage values has the largest Party_Advantage value of all years?","Find the most recent year Number_of_States.
Find the smallest of the values.
Finds the value with the largest value in the entire year.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2018""]}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Number_of_States""}]}","pending","Garbled explanation; read as: within the most recent year (2018), the party-advantage series with the largest value.",""
"162","bar_grouped","1p6uue3hxdxit3ey","bar_grouped_1p6uue3hxdxit3ey","Which of the responses of people who are 30 to 44 years old have a higher value compared to those who are yes and no?","1. Check the value of 30 to 44 years.
2. In number 1, compare the value with the value with the response No and the value Yes.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""30 to 44 years""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Percentage of respondents""}]}","pending","Among the 30-44 age group, which Response is highest (vs Yes and No) -> filter group=30 to 44 years then findExtremum max over its responses.",""
"163","bar_simple","1fngt6cb1d60a2ow","bar_simple_1fngt6cb1d60a2ow","Does the value of all regions except Metro Total exceed 50,000?","Add all the values of the regions except Metro Total.
Compare that value to 50,000.","","empty","GAP: requires compareBool of a single summed value against the constant 50000. compareBool needs two node refs (targetA/targetB both 'ref:nN'); there is no op producing the scalar 50000 to compare against (no literal-injection op). filter(exclude=['Metro Total'])+sum is expressible but the final constant comparison is not. (Also 'Metro Total' is likely a precomputed total bar, making the sum double-count.)",""
"164","line_multiple","6rvtt4egfl5nmyue","line_multiple_6rvtt4egfl5nmyue","If you find the second largest year in value when you sort the values from 2012 to 2017 in descending order when the gender is female?","Check the value of the person who is a woman.
Check the values from 2012 to 2017 among these values.
Sort the values in descending order.
Find the year of the second-largest value among the values sorted in descending order.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2012"",""2017""],""group"":""female""}],""ops2"":[{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Life expectancy at birth in years"",""order"":""desc""}],""ops3"":[{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""n"":2,""from"":""left""}]}","pending","",""
"165","bar_grouped","1suppecte0dm69gm","bar_grouped_1suppecte0dm69gm","Is the average of Men's Not at all and Women's Not at all greater than All Results' Not at all?","Add Men's Not at all value and Women's Not at all value.
Divide the added value by two.
Compare to the All results value.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Respondent Group"",""include"":[""Men""]},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Response"",""operator"":""=="",""value"":""Not at all""},{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":1},""field"":""Respondent Group"",""include"":[""Women""]},{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":1},""field"":""Response"",""operator"":""=="",""value"":""Not at all""},{""op"":""add"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":1},""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""ops2"":[{""op"":""scale"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5""],""sentenceIndex"":2},""target"":""ref:n5"",""factor"":0.5}],""ops3"":[{""op"":""filter"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[],""sentenceIndex"":3},""field"":""Respondent Group"",""include"":[""All adults""]},{""op"":""filter"",""id"":""n8"",""meta"":{""nodeId"":""n8"",""inputs"":[""n7""],""sentenceIndex"":3},""field"":""Response"",""operator"":""=="",""value"":""Not at all""},{""op"":""compareBool"",""id"":""n9"",""meta"":{""nodeId"":""n9"",""inputs"":[""n6"",""n8""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n6"",""targetB"":""ref:n8""}]}","pending","avg(Men 'Not at all', Women 'Not at all') vs All adults 'Not at all'. This chart's grouped layout has primary_dimension==series_field==Response, so a single (Respondent Group, Response) cell is selected by chaining filter(Respondent Group) -> filter(Response) rather than retrieveValue+group (which can't address the two-dimension cell here). Step1 builds Men+Women sum, step2 halves it, step3 compares to All adults. ('All Results' = 'All adults'.) Verified non-empty via real executor (mid=0.06 > all=0.05 -> true).",""
"166","bar_simple","1e56qqj7moat9gqa","bar_simple_1e56qqj7moat9gqa","What is the value of Spending in Billion US Dollars if you find it and add it?","Finds the same value for Spending in billion US Dollars.
Add the corresponding values.","","empty","GAP: explanation 'find the same value for Spending and add the corresponding values' is underspecified/garbled (no clear selection criterion). Not deterministically mappable.",""
"167","line_multiple","6p4fnscalopvysnn","line_multiple_6p4fnscalopvysnn","What is the highest value of all year values above 40?","Find a value over 40.
Find the highest value of each value.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Share of the population"",""operator"":"">"",""value"":40}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Share of the population""}]}","pending","",""
"168","bar_stacked","50y71e5i2n28gkbx","bar_stacked_50y71e5i2n28gkbx","What is the average of Sportswear and Running in 2017 and 2018 combined?","Get the years 2017 and 2018.
Add the Sportswear and Running values for the years.
Divide the added value by two.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2017"",""2018""],""group"":[""Sportswear"",""Running""]}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Revenue_Million_USD""}]}","pending","Average over the 4 selected cells (Sportswear & Running in 2017 & 2018).",""
"169","bar_stacked","75yz7pci1w1dif3g","bar_stacked_75yz7pci1w1dif3g","Which of the total Age_Group has the third largest difference between none of these values in terms of cheese and onion values 18–24?","Find None of these and Cheese and onion values from the entire Age_Group, respectively.
Find the third largest number of those values","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Age_Group"",""groupA"":""None of these"",""groupB"":""Cheese and onion"",""seriesField"":""Crisp_Flavor"",""field"":""Share_of_Respondents"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""rank"":3}]}","pending","Garbled question; read as: the age group with the 3rd largest |difference| between the 'None of these' and 'Cheese and onion' series. pairDiff(abs) + findExtremum(max, rank=3).",""
"170","line_multiple","7extlfw651gqc5fk","line_multiple_7extlfw651gqc5fk","Is the difference between the maximum value of having a large role and the minimum value of having a small role in the entire year equal to the average value of all values in the entire year?","Find the maximum value of the role being large and the minimum value of the role being small in the entire year.
Find the difference between the two values.
Finds the average of all values for the entire year.
Compare the difference and the mean value.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""Large""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""which"":""max"",""field"":""Percentage""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""group"":""Small""},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""which"":""min"",""field"":""Percentage""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}],""ops4"":[{""op"":""average"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[],""sentenceIndex"":4},""field"":""Percentage""}],""ops5"":[{""op"":""compareBool"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[""n5"",""n6""],""sentenceIndex"":5},""operator"":""=="",""targetA"":""ref:n5"",""targetB"":""ref:n6""}]}","pending","",""
"171","line_multiple","6rqevjp16hadlyly","line_multiple_6rqevjp16hadlyly","Is the difference between the values of 2007/08 and 2011/12 the same for men and women?","Find the difference between the values of 2007/08 and 2011/12 respectively.
Compare the two.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2011/12"",""field"":""Percentage of tests passed"",""group"":""Male""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""2007/08"",""field"":""Percentage of tests passed"",""group"":""Male""},{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":1},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}],""ops2"":[{""op"":""retrieveValue"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[],""sentenceIndex"":2},""target"":""2011/12"",""field"":""Percentage of tests passed"",""group"":""Female""},{""op"":""retrieveValue"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[],""sentenceIndex"":2},""target"":""2007/08"",""field"":""Percentage of tests passed"",""group"":""Female""},{""op"":""diff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n4"",""n5""],""sentenceIndex"":2},""targetA"":""ref:n4"",""targetB"":""ref:n5"",""signed"":false}],""ops3"":[{""op"":""compareBool"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[""n3"",""n6""],""sentenceIndex"":3},""operator"":""=="",""targetA"":""ref:n3"",""targetB"":""ref:n6""}]}","pending","",""
"172","bar_simple","1esx2fbduhqn7knk","bar_simple_1esx2fbduhqn7knk","What is the average of the remaining values except for the maximum and minimum values?","Find the maximum and minimum values.
Add the remaining values except for the two.
Divide the remaining values by the number of them from the added values.","","empty","GAP: average after removing the single max row and single min row (trimmed mean). Dropping the argmax/argmin rows is not expressible (filter is by value/position thresholds, not 'remove the extremum row'; with duplicate values a value-filter would over-remove). No trimmed-mean op.",""
"173","bar_simple","1epzpacytv3wx2i6","bar_simple_1epzpacytv3wx2i6","Are the values from 2010 to 2013 going up?","Find the 2010 and 2013 values.
Verify that the size values are rising.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2010"",""2013""]}],""ops2"":[{""op"":""monotonicRun"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""direction"":""increasing"",""field"":""Market size in million GBP"",""orderField"":""Year""}]}","pending","yes/no 'are values 2010-2013 rising': filter 2010-2013 -> monotonicRun(increasing) to detect the rising run.",""
